protein1	protein2
5187	56852
636	1432
6993	7278
26003	51668
929	11213
6429	494115
10948	152519
5966	9915
4149	55787
5052	117157
1106	11043
2588	8000
58487	64927
163	102724594
4851	65989
51069	65005
6386	56108
3398	6720
51081	196441
23231	27074
134829	150368
6613	7486
5422	23649
2912	29979
2342	150864
1412	57596
26061	57489
5307	337968
4170	8658
331	29950
5296	5639
9441	9862
51172	81542
5052	6788
10693	727936
104	4839
27340	574032
1499	6171
4113	84319
9218	55177
4287	26286
2274	10006
5350	79005
8621	100526737
2622	145483
25959	80254
2932	84699
3326	57172
8349	57496
65990	84288
4137	5300
9063	22976
51324	55815
2275	10933
92255	126364
202	30837
114879	114882
30000	112401
4155	79666
1670	26032
2274	4661
2543	286257
86	10576
5430	6924
7431	127703
6612	7431
5305	10768
3189	406930
8665	24139
8615	10505
4160	55266
563	55633
55768	55968
7251	8731
8503	23623
8777	9928
7136	80344
5894	8925
29082	51652
3309	8460
57684	144404
6139	9188
63929	386653
26993	150483
23043	23228
22987	55793
9990	79570
6383	7508
9412	400569
320	22974
11130	53371
7003	23390
6122	317781
9665	85379
9610	386674
5031	79768
3846	83446
4113	6166
491	89886
23479	57128
10524	79648
496	23582
3066	5036
9846	23031
6840	200933
1474	2932
8470	9229
11273	407040
83464	94107
221154	541468
64324	115950
3300	165721
51379	283219
2671	6277
9812	25840
5021	8563
10260	56623
4085	5422
7186	255374
2012	51614
4035	5329
51567	84779
10112	79036
1956	7786
10982	60491
7388	84313
4818	57611
11340	57561
7529	221937
351	10979
9659	11339
11230	148534
26270	83732
4105	8780
23521	57696
7205	149950
2801	57639
5654	11170
57698	286343
84191	146542
3190	55294
6158	6838
57703	113026
26156	51121
7775	146050
3093	51529
567	3106
23063	116985
6130	6189
8907	167826
5473	10344
83901	353143
23043	23287
2036	29904
5924	64400
8658	29966
140850	145483
10057	83758
5780	92344
9915	285753
1460	152815
11092	386682
4299	79012
22845	120224
3340	27163
3241	196792
337966	388818
7376	8648
5689	375791
1026	134701
1822	2896
345	2629
80727	200634
8336	388272
51527	56950
25825	257062
473	6613
10648	81539
3164	9612
7936	51497
2866	55266
9967	51142
91647	284194
8328	64061
351	28512
23412	493829
5204	51646
307	23569
22827	407006
5092	7095
648	6045
3594	152992
3315	7534
1400	10574
9412	23097
8575	29997
79047	202915
3012	3054
23326	56970
4236	57159
5058	9459
1021	6794
56681	85025
65018	664618
1124	255239
2706	23126
8907	79576
3856	132660
3376	406882
22806	56915
1984	10660
1191	11104
3312	3751
2012	10699
1448	29979
1326	91703
1822	55700
4670	23612
5933	8655
2896	80153
1409	56910
5817	388588
23216	23710
597	8739
29942	219988
7189	140707
1956	3956
6201	26019
1029	9320
54955	55731
8290	89882
7388	284297
154	2771
84062	284058
4714	11040
5600	9362
79734	94235
23092	81035
2520	200232
26278	92369
6134	9730
10490	26985
80714	84285
662	9482
5573	29117
7159	9618
84666	100507436
1272	5499
894	94015
10026	128869
10038	474343
1789	1917
8557	54902
5966	57409
351	91442
10007	23498
84068	163590
580	9001
5869	55111
976	4714
4250	10382
84914	388677
9976	23353
351	1387
5062	9404
10921	79171
908	55295
3563	27086
4188	25828
30012	337974
1810	10742
7343	10849
23028	374355
10120	25791
11068	51614
3005	7494
3192	56945
6939	79633
57414	285386
11077	80125
597	171483
515	137868
1743	57506
5159	5802
120114	254896
53615	121549
1785	6456
83900	353134
80821	140735
6428	23196
1406	91694
11196	51741
6520	57556
7466	79675
64946	388135
238	2817
57182	116449
84309	406881
79847	100996717
7316	51455
207	84936
10574	139741
51256	89885
6607	8239
5781	9846
6396	10342
7358	158062
3198	56915
1088	170384
84516	90634
1457	5434
10971	25962
976	30817
9125	339345
10445	51193
2064	26469
720	100506658
55800	613212
23262	55665
5156	51449
4684	6009
9873	114928
9854	23765
56006	353323
3856	55341
158160	728378
1137	2743
2885	196403
23762	57120
6789	81631
1213	27131
23318	406888
2040	55340
351	4668
6560	219874
6667	6874
55719	197370
329	7186
23196	140564
217	335
55697	122183
138199	161753
23281	54461
23566	345274
3190	50618
1122	5870
10488	50489
506	10455
7328	22888
3221	54904
9293	653519
4800	22882
1649	51082
6782	56893
10562	388512
23283	55810
7916	54715
8161	64753
3312	27300
1487	23236
9738	541468
3425	8000
9330	55718
7408	27314
57649	85358
10687	254173
757	54741
6919	120379
9554	56900
9991	407014
127428	404734
5925	8106
64778	149563
6128	7555
27250	54145
7586	400629
286380	340542
3798	10971
81850	353137
3804	9554
27097	56101
23137	79677
5152	8601
810	9915
122961	441024
840	4137
58516	221937
55240	112609
80704	116228
27131	127795
10362	51322
7976	92691
5521	24140
1794	5062
10615	57613
3055	4193
10492	406953
7570	9982
2670	9124
1161	9136
57109	339230
8359	51230
10671	27190
3651	55914
88	26584
10865	84304
2744	6165
9246	55008
3459	3716
2703	55353
80006	100130958
6950	55709
6583	78987
2531	5597
26007	386676
199834	386674
4802	9146
3851	7345
1295	81850
23609	55216
317	26156
4209	9759
8646	386677
1176	11326
5877	55132
60509	153579
5193	25763
10894	386682
28977	115416
6554	64114
8359	9682
84708	440051
30850	284827
3579	29986
1196	7532
10319	112869
9873	50618
4543	9877
567	9381
91687	171483
4848	6760
54509	283237
329	4828
23413	92105
25940	406979
11007	147687
6168	26576
6870	25923
84456	170082
8517	51631
6634	96764
9189	26003
55766	88745
11335	23126
1457	1460
10291	407006
7186	118738
3329	8340
54205	54883
6430	55299
51545	55120
6602	387755
4188	81570
10551	254950
10682	414325
2804	25989
572	8139
8638	26010
2079	84966
10657	204851
10576	51362
5349	374395
973	8870
9620	11093
162	10667
54793	55536
64429	346689
2217	2260
3745	5791
60561	84080
5634	7466
9510	79018
6924	55851
7415	22888
2959	6917
5046	10871
9818	338917
5810	7541
64755	84081
3303	23043
3460	3717
6993	92129
55188	95681
2773	6001
23286	55183
3713	65061
55212	93426
3106	9631
675	2177
2997	83741
865	6857
1760	7083
2274	54627
3749	8916
7329	7572
10008	55320
971	81833
27340	406930
3702	27040
80764	541468
4967	6310
7468	9982
1406	23126
145282	374355
29896	406888
4110	79723
60314	81873
753	10616
5500	63898
956	200232
2512	81565
1408	22803
23598	79959
4595	158427
9958	55611
5889	5892
93	55333
3312	8737
904	5430
590	79630
8087	654364
1186	10488
57630	79933
4188	6602
9343	9410
23043	57673
11014	11186
55683	65094
3885	121391
3909	26232
9792	55844
7517	8314
5792	114294
10169	89795
26505	79922
6638	8576
725	6787
9630	10524
9416	406985
9791	284110
839	81848
8940	25959
9667	9815
2074	10055
56159	63940
55695	84823
6605	55274
960	2805
2033	80335
2564	9583
3983	64170
351	79692
4192	7804
2158	55154
23560	84294
23102	64089
51517	170680
7185	9818
925	3309
11284	113402
6449	8115
2928	144453
3188	9444
5928	57798
7408	57648
5318	64170
9698	407043
9321	55845
641	6117
3326	91464
8473	221294
8021	9908
6599	8193
8935	26191
9710	10152
27249	51550
9240	85865
7753	353323
23746	84219
6855	23647
8328	9782
2947	51377
53373	134285
1400	26747
10491	407048
25820	29087
4184	7922
2173	7466
5499	144321
932	154807
3064	54927
728	55027
1877	84524
6273	6660
549	10380
7319	130507
83955	728419
8618	171483
27033	84299
7329	10612
6144	284119
55006	152573
344	115992
267	148066
60313	79837
50809	84294
10656	388701
5576	8852
3164	3276
5127	9759
79441	83548
5634	55902
23216	143884
8543	81492
5901	134701
5536	10672
9975	386683
51258	80742
2100	3198
7203	10096
80195	219402
64112	84968
3359	399909
5620	84946
51684	415117
351	80095
3052	645840
10464	55929
10241	30850
24145	100529063
5520	29844
9694	83460
1112	23291
6605	83737
125115	164127
51061	84932
11247	114905
9630	23210
664	3096
5698	5718
4543	23184
2274	7746
4543	23557
6554	29978
10268	55486
10291	406996
6204	55661
3856	55278
23534	51435
7329	8856
8036	23228
80342	84456
147409	653316
79711	202299
7532	28986
65062	80777
6789	83593
3066	7428
23204	199675
2778	2782
23593	79666
12	641339
915	80724
863	116225
7718	9463
29929	79053
57463	403313
207	3667
4688	5580
51227	90480
1739	100505591
8425	55422
3557	55014
1398	57187
64853	79666
3183	10605
3575	6625
6904	8517
6132	7555
7052	55667
10018	10397
351	26523
3024	166785
7466	339779
22820	51290
25852	25884
3622	84312
5970	6925
9519	11021
7296	202299
84317	84898
708	406982
7040	26239
9895	57617
89910	103910
9188	79080
79836	388677
91703	388677
29844	55171
6135	64282
81622	116441
8687	83878
64395	117286
6464	9261
84733	386683
26524	84662
7976	221188
79731	284427
6286	65268
7311	23201
4103	374659
6637	8766
1051	23645
1958	5307
80346	157378
7322	197131
662	6785
51087	51253
9219	26060
5939	84881
51444	84553
405	3312
3892	9146
1974	3315
5575	55970
5563	342667
9079	55093
5728	25873
5565	338809
8881	29882
5971	57805
360	84889
6204	80135
22976	79659
468	11219
5739	80762
9892	54765
9908	407014
7529	89953
9607	10616
416	10056
8313	55363
9457	51545
3885	340359
6583	51651
1350	4512
701	1263
80705	644903
158062	349667
162461	404093
171484	445571
3801	54764
23598	29777
356	1893
57594	64782
2159	5340
5970	22933
23619	132158
5887	114781
731	390212
7525	8751
5090	51776
5534	56937
123264	222171
720	10747
2011	2549
2060	6453
7592	171483
3934	81609
1716	6857
2801	80764
9975	10524
113201	199953
11047	29978
480	286530
2033	4087
432	113146
983	197259
3320	9267
10534	84948
26538	56996
580	285971
207	960
8473	54931
1725	23404
1440	51299
4627	7398
128	351
7059	152992
9319	51005
1400	3064
7846	9020
4070	51194
7529	644815
2274	81848
6130	132243
8496	8499
140735	221061
3007	8971
91	112609
7716	54764
2258	7738
10656	79797
6258	90678
4088	26039
6472	116173
9526	10654
5931	26060
3490	7422
5692	113878
351	6872
5037	5894
6810	55850
255631	386675
2009	81875
487	489
6733	80829
120379	158506
5431	5441
25898	92344
1993	29896
6275	53820
1207	79084
913	25789
6293	440295
3118	222662
63893	341567
6780	25873
11020	23059
27341	65083
55454	64768
8689	319101
2703	28978
10817	474354
7809	29956
2317	10146
2137	55967
4656	25763
29956	55048
3892	5108
4163	29920
473	5929
353142	440021
6790	7040
351	23149
3895	4223
1088	4122
89858	201266
5892	79133
3315	6396
1786	1788
348	22921
10285	253635
4956	10693
3912	5705
22938	26994
5925	388125
9051	51430
351	28981
51097	54107
2079	9094
10155	55762
801	23230
648	388701
84105	390212
958	1434
708	406888
5599	6774
27020	283643
4076	8087
10291	406901
63939	440087
51368	342900
11228	122786
324	7031
8531	90326
3884	4846
4284	7542
9463	169714
6890	353140
3108	11338
800	8312
9351	9459
1653	406952
10180	55527
6500	84085
5689	342132
10296	80326
404734	440097
2512	51318
2530	84000
25841	55102
9960	64359
36	10869
7386	10201
4854	116028
7272	126364
22820	51614
6351	51257
7316	9372
1856	2261
973	4059
8723	401548
91523	388677
27178	29979
4171	64785
3265	54922
52	3791
7105	375057
381	22836
4696	9514
7332	9063
8688	55054
3006	8575
351	284680
2123	6693
3607	284058
363	6007
23196	55132
3853	84707
8473	23636
4172	10971
27010	83897
11083	54914
8655	23189
7862	127833
80757	200894
84167	220082
7088	55734
397	7409
11340	92595
9205	79618
51091	92017
293	11326
8428	8473
9782	58155
8396	51329
23513	54529
7802	27335
25843	29941
4149	7846
7746	55791
64965	158234
255239	664618
55663	222696
1129	6418
2209	4814
5111	51426
85027	554313
161	55707
54899	161198
5287	5987
92369	121227
22864	158427
4045	155368
2874	27141
9730	10920
3983	23641
337880	503497
2332	10401
8733	26002
7549	79101
5050	60492
154467	345757
220988	407046
4113	26574
10687	84461
4250	337876
54842	246176
274	2621
57462	387837
1947	8890
4653	7086
4502	9818
10794	149603
2976	6613
3276	7431
4035	9722
55800	100288797
891	2033
9463	10783
672	983
3198	4054
5870	9648
444	5764
5156	337876
4849	29883
3198	51296
3821	9486
7532	124739
37	51079
4923	6836
2844	7314
2623	3198
55236	55611
4904	406889
3998	79867
3551	92609
8899	51621
9238	375035
6310	159119
11194	65010
5083	11036
8237	9184
6147	29993
2063	7068
4116	54984
55614	90121
9351	22920
1991	7057
5028	286410
6386	353324
8649	116179
10016	10971
4609	54541
27342	50626
5500	5501
53	3956
51300	157567
4862	10278
2243	7168
2214	7597
5033	79833
2806	5564
8379	9474
324	1739
11030	55833
254910	353135
5822	168544
823	4779
373	80321
6319	153222
5501	170954
11161	136263
9724	10464
3191	406891
6921	51665
51533	64110
25793	51022
3728	80279
5315	7874
5111	8202
50804	406980
1366	8834
57696	112840
26010	341567
7428	9370
22868	26995
55885	57159
8726	23264
7791	29926
10942	64093
84298	115509
84851	283643
4176	54962
351	9550
1962	51538
5252	222255
26232	27163
5987	83541
8621	79643
115939	503639
8338	84894
4985	26266
29950	140836
3881	94121
55041	84970
5940	51655
10163	155185
136319	197322
2733	6189
2771	51094
9818	10474
196527	654346
220988	406991
25894	58157
148066	196527
4291	8079
6242	57622
6470	80005
331	126695
4654	64100
1026	8317
8099	57504
11340	388324
54461	401535
83737	92912
28972	54726
11228	23085
3689	114569
6790	9701
999	57506
219527	347734
9330	131034
8452	9616
5127	144100
54531	84146
960	112574
28952	90417
84277	147872
4238	91683
3739	9401
4189	23563
527	388512
6839	8450
8688	222166
26578	57542
55284	57484
51162	124790
26258	118426
2889	5906
6294	11140
708	6426
6456	83737
3189	406901
1612	388407
4528	9819
573	60485
6175	9933
9513	129831
7398	7430
23351	56829
2644	81858
1840	83737
3621	7531
929	26164
8891	23632
10695	80059
9538	10424
10284	58506
6046	23481
9747	10294
6141	474381
963	9936
6253	203562
9235	23673
78991	129521
7421	23426
4292	85509
5518	51295
51161	201266
5519	55844
3603	25937
5458	337969
4137	6625
810	253635
1743	55845
3577	7846
1173	130340
60625	151903
2617	613210
83990	84197
54507	84330
10661	340527
7533	80153
983	4288
6733	90317
10643	407041
51522	56947
1857	10254
149018	386681
3587	7780
149473	287015
4259	79005
1196	10127
9879	202299
337968	375791
5500	7294
10380	221154
10170	63917
996	246184
79673	653121
9318	51720
2622	90933
7185	353145
53347	390792
50674	80264
7718	386682
10003	28972
7329	8554
4736	7555
29950	54763
6202	51650
7798	93426
7431	10813
7316	10241
4738	9146
1743	199964
5195	5326
5746	23392
2709	7018
22933	85358
55852	84553
1969	6464
2041	8891
7681	84276
5859	220004
8829	206426
5606	8678
9497	51573
6154	7555
79843	159195
3107	27163
7905	128653
7511	11165
6165	7189
57574	343450
2975	54819
6203	25983
4223	4957
80139	84529
2232	4543
7726	406930
3267	5304
79577	440295
23214	63892
4929	4976
1774	84188
11340	55257
3198	353132
57489	57562
7323	7844
64425	168544
23043	30001
672	285464
7874	84699
154197	286148
5817	643847
136263	286451
1894	54980
5894	7015
8531	407006
487	374467
3486	4841
719	4709
7332	8554
351	5055
84000	121227
5430	11338
5055	6907
9482	55090
1039	7276
56949	57461
7840	100533106
9463	10921
1630	5747
2551	342897
224	373509
2256	23405
4108	55140
10396	55754
55216	122509
4440	6311
64965	115509
6418	11277
2064	51343
2274	3488
1019	2355
5859	407051
4615	6477
66037	100130958
3104	6203
3133	3655
10450	143884
136263	245934
3170	7088
3397	84675
6911	146664
9869	10301
64108	83640
4724	4725
25912	56674
3881	64976
920	4043
136263	146310
10954	56005
6421	407006
5817	30000
4223	5077
1386	122953
22823	81552
6176	25874
7247	25942
970	374986
2176	6189
5631	7746
4000	64755
64100	80139
6634	154007
7533	9414
6472	100288687
3508	51691
104	79039
9854	56129
1050	2547
1534	7031
6613	7407
158	7375
339	146542
10567	79873
8473	221496
9747	93166
5358	151230
10749	26128
55082	57338
7851	23091
667	1639
6768	56034
23650	284001
3337	4193
3489	5533
51776	285349
64755	196410
1195	84970
2065	6503
5270	26085
8346	64769
23420	84647
545	4988
151254	256646
9686	79705
8503	79970
373	60491
1871	7029
2332	54849
351	51195
1917	55286
26995	51069
91694	287015
158787	161514
1270	158067
8874	120892
2521	406915
25988	84881
60484	386681
740	64975
54797	219541
4093	8888
2859	79752
3888	125115
55929	170575
9019	25763
2257	55105
5607	63904
8694	9976
801	160140
988	4998
10468	145282
8412	26993
3921	6233
4582	9074
224	50628
5546	23759
3689	6992
10647	80216
8644	10933
2074	6209
51506	84623
9553	57129
2785	6782
23212	51081
3748	80762
4753	26232
4250	54480
6709	84449
1956	6523
23677	49854
22864	100996717
8805	162972
1147	4793
1457	10521
5705	9690
3268	6453
10454	653499
5970	29947
754	5867
9526	27257
66036	79734
931	79603
10228	84102
1469	51227
3934	6449
23042	51763
84221	125115
373	3801
2010	89885
5591	7133
54664	79908
23788	25763
10482	51295
7852	57007
3606	8573
1029	3192
6809	10913
11284	81887
6583	128486
2072	23523
23514	63979
3327	65061
2785	10681
162	4915
6468	79031
6122	63977
79020	727897
9212	55143
9491	222389
11335	28996
3845	8741
154	1815
326	6714
7903	9902
1969	4121
23052	56928
11335	168455
274	5315
9581	64975
5984	10155
1537	29796
7153	10987
337972	388324
5683	389362
8517	51329
9908	406988
2194	145482
23154	373156
3006	23135
3717	55872
6424	10395
351	84570
5567	9217
55644	161742
2885	9732
7566	27132
22985	84324
790	5728
128977	253639
7707	9883
4853	91661
10174	342574
8773	63908
6774	388585
3643	10648
5196	284340
87	6314
2733	4778
64375	148932
83897	254950
5627	613210
25	22839
54534	124995
3927	22893
9450	83752
351	56270
1452	3320
1200	253512
6258	9612
6137	222389
10100	10550
8626	57161
9584	221786
25888	386676
5450	284306
1387	96764
60	7431
2589	114805
6731	55131
6560	8818
1993	10642
835	7341
4488	93487
4215	6279
4904	28973
10739	54468
22893	337882
6143	51191
10273	25828
810	79823
11059	81488
28964	57562
29777	63893
10174	90933
641	3725
1340	131474
146664	287015
4193	162972
23186	63976
11219	55014
7528	11082
51134	100287399
6122	55922
10152	51741
4005	130162
27185	60493
9904	51069
388468	404785
4544	25800
3092	115572
10010	84329
2353	83931
56616	113402
9328	10687
5784	51133
27076	57462
10238	134548
816	7068
56975	79101
79068	79187
5326	81532
580	375791
7542	116519
1327	8462
3803	100132285
3028	7189
11127	23650
2885	139716
7337	8545
3106	6745
25873	221785
7415	51035
1233	53635
3556	5789
2041	64419
8462	415117
286380	337967
406	3091
1823	5317
81539	85025
51564	55034
4160	25844
5187	80349
5689	54472
11339	55610
8452	55975
8120	80230
5156	147872
4208	81579
23212	440563
10424	78992
6856	80222
9129	11338
6293	26240
6949	7316
9733	169026
9451	26526
3155	23014
1153	10949
973	89885
4690	7177
2534	158471
2099	8554
29911	59349
355	79607
3190	348093
8189	406901
8543	8942
5355	219402
2553	6626
84292	85379
8879	80777
2199	9310
5894	7532
6340	51397
1054	116115
1962	221481
274	6654
386677	653240
51118	78996
2866	222642
4735	5998
7325	83590
7541	65003
29942	84549
3270	3728
59272	79923
91734	165721
5092	53353
958	10430
30850	79005
104	22984
7111	137735
287	55172
400506	406884
1025	3094
2357	83548
369	7534
200081	388135
1902	29956
1088	8754
57168	65989
55054	200081
3240	64794
10100	221955
4884	116372
1398	79834
7289	9659
9240	64927
7054	9063
285855	440519
3816	10166
2896	114971
353145	375567
22984	55228
9188	84524
26998	219402
9308	10735
360	56947
6919	8676
27257	401250
4644	9229
5977	8359
5706	65997
1615	3735
6310	286514
79009	79018
708	64434
4107	90550
4171	728642
55093	123803
5578	6674
1387	26205
998	23581
2273	7273
27163	220323
4528	5204
8887	91949
2099	57109
5199	124790
8828	26538
9146	54959
3643	4087
351	2963
1019	5499
2801	60561
5925	10524
5433	5436
57156	84243
2866	9560
85291	114990
2033	5325
2302	2885
1615	51520
5469	7067
84941	116362
10273	10397
3107	5300
54474	80347
6310	654346
56158	158297
22938	51645
57096	84190
3064	6138
4212	9818
4713	4731
2551	283748
10127	26057
1385	7431
7316	79004
2275	2637
54947	80342
5304	84930
1499	8028
863	84816
9993	51741
27315	57689
26996	55791
3316	92922
6182	84311
2357	85450
8517	10912
10615	113457
10523	51087
3416	84432
6188	51574
2217	5792
9368	28964
3563	5789
8870	51075
995	1020
4137	7189
3821	64216
7109	58526
253639	552900
6310	8382
7846	58190
1088	8720
4645	64146
55929	221895
480	6103
3853	11007
1948	84948
5911	9136
10013	353345
54472	54959
2908	10524
57338	79753
84553	345778
5939	54676
8100	24139
6710	64084
23022	84665
991	8900
3376	574032
7157	10963
51087	406887
23263	27185
4184	287015
8687	64762
64976	84101
23001	23710
351	64965
6635	51690
2175	7852
2969	6638
3065	8431
8724	64847
84305	120892
55106	84675
1750	5119
5708	7132
6327	7026
5305	55159
10220	79630
7329	55660
4113	8899
2158	10979
1021	10983
5291	29800
8548	64147
6314	57159
4701	51075
29107	56000
142	7157
351	57154
10360	84656
3933	644054
3178	406887
57142	92691
9079	51564
4854	10917
4283	10826
2642	57143
51092	64757
6571	9382
6997	10048
818	2904
2823	4249
324	9077
10360	387338
1149	125170
338	4088
329	150483
7133	23076
10667	85376
4609	51691
6621	8242
3839	5601
51075	56894
3117	55183
908	29110
1892	9641
1890	11219
79630	386724
2689	23173
9501	84528
57461	221092
4609	8533
8218	84662
4087	23020
8555	79896
3316	84707
4223	54704
23641	127665
81629	159195
1654	406889
4085	10847
240	6595
10253	83899
6150	51318
672	2146
158399	353274
10283	10933
546	1974
4893	112616
8449	27238
8335	10419
10278	83942
1973	7458
2040	5245
8543	24144
5241	8648
27063	84665
369	7157
3239	84709
9816	56969
1991	142678
3384	4478
4691	83889
25793	59338
3064	26286
6911	23786
6142	64061
4793	6908
6429	64318
90485	116115
1387	1869
23760	54541
9013	9015
55356	60558
55661	339230
7570	11103
27185	441046
5468	6597
7328	51171
1315	55773
931	10488
4088	10664
26011	152940
64170	388336
1981	27429
25	7441
10694	123103
7542	92344
90417	339005
8022	26160
9945	25913
629	3320
5204	8409
10970	29953
2622	8030
5837	11059
3833	55054
8914	8968
55081	90410
6804	196740
9832	26121
3958	50628
1457	84196
51010	118460
65267	81628
79675	83986
9636	282617
4004	55238
3064	222484
10567	137209
9782	406985
7545	81851
6908	10621
6310	22864
1020	4155
11156	100287932
4212	10586
10455	10868
1374	57348
801	5442
23612	64216
9454	10787
10521	84708
3006	162979
3954	127069
84868	201627
5129	337967
5694	9641
4188	79444
6158	22984
6921	389257
3191	407042
5458	123346
6880	9975
351	285267
23673	171483
7507	10849
540	2925
11092	386675
57614	388551
4004	80823
9020	10456
3309	256933
3164	23607
7277	84168
23484	344892
2066	2242
3313	8517
7128	7532
327	3964
9510	80232
11085	90701
54682	100526737
4627	100288687
51160	84220
51224	83755
10794	23382
9401	51142
2113	23521
23435	23645
1608	51101
7278	25853
1674	10763
3885	7965
79666	148534
3881	83899
84000	145864
5050	9463
11338	126295
9698	23196
6317	51593
6047	79943
10253	100132476
11252	29993
26249	51069
1876	4800
51361	79922
3159	29126
6138	9933
3064	23175
7760	8543
51545	202559
2648	6867
639	23028
160	51172
9391	51647
5879	8888
2547	8900
2067	2801
387	396
10971	85409
1233	5052
8553	64744
3670	118472
10806	51435
4904	407021
4839	57109
6646	26994
6311	9404
10657	653361
705	171483
65018	256227
9715	55028
653240	101060226
1962	23281
1962	10553
2275	54882
200232	339302
4100	4851
10524	57003
26058	84451
5558	23649
23435	129831
10403	257236
3801	5987
7316	8349
3014	337873
4734	11128
1616	10921
51606	80345
10238	65124
6223	7564
9249	27202
5478	6732
5479	339512
567	910
1407	5519
163	7048
1401	64146
10616	23583
84172	221830
6733	9557
6310	9698
7705	8801
6876	26003
9019	157378
4171	26013
23261	131474
578	8925
821	6513
8743	79171
4222	29948
3312	123355
114327	128602
6672	10951
8577	25921
3204	25793
3177	6554
9217	9536
5987	79038
3007	4904
6299	7013
6233	23567
2319	25874
2035	54819
2770	6004
9695	65258
57348	196527
3028	65018
55093	353142
6583	55972
6143	64432
85293	146664
9961	54507
2	84106
4790	23112
27185	64062
3336	7189
3309	5368
84970	147687
932	2014
4155	5603
145282	147687
113878	337878
5887	8887
5499	7991
81624	84960
8170	10791
81850	124935
5985	10980
51493	406935
10534	22948
2207	55333
5201	10403
27304	64837
1375	165100
23240	54413
51588	170261
6449	121506
672	7158
2959	3297
3030	221914
9498	54879
5878	374655
5954	83541
9830	25828
4899	9204
8350	10419
51053	84708
8480	11097
359	51465
29979	170680
545	5424
7572	57562
5747	7157
3728	51686
5696	7187
9188	64802
11060	23598
11161	51001
6571	29095
56915	386676
113878	220004
7325	11060
673	83737
513	29950
1670	5362
990	8706
3303	7094
493	6870
81853	94101
9722	51655
2686	51114
4188	55138
2353	23421
10142	23028
29803	29997
8562	28989
2738	7570
80728	474343
8405	9046
140886	287015
84140	387266
363	387700
10069	158405
2002	7329
2077	5878
27128	54069
8208	57082
79577	84914
7918	23786
5047	55183
64708	340542
3821	9215
22919	22924
1012	10381
9031	11177
5684	5685
10817	55139
30815	57111
1687	255809
9240	80125
654	658
3198	285093
7257	144811
5349	63892
8879	140578
8473	10006
6871	7915
3832	26258
57093	80013
2622	8500
10667	55379
219402	400120
5187	22976
25792	51188
1738	6477
26086	89958
23371	79959
55120	65990
11344	64834
51068	80763
55793	157753
22862	152519
57182	347487
26508	337967
3801	9119
7169	23557
2782	2788
60370	386674
4841	407050
3678	8751
57597	131034
79583	125115
3190	406980
839	5306
6602	337879
65220	84823
367	6908
199834	337967
7703	8237
594	5423
7586	7589
7621	10360
124583	222865
6647	7732
11188	84868
773	9894
1690	3423
51077	83481
55507	112476
79637	84968
11007	84914
10121	23299
5700	29883
1801	7132
5796	7551
4113	10419
2010	7718
5507	60496
8906	100526737
9644	116987
9021	10971
4656	9470
6431	51535
5534	11123
7874	8338
4793	10788
9463	148932
598	5894
57620	339479
1857	342132
7818	8772
9031	440563
23031	26058
463	7227
2099	2475
55281	131920
9025	83899
598	10578
140258	140836
81704	90390
9802	51003
26018	121227
221184	653240
973	5407
8547	10381
817	8518
8087	8874
10020	51741
547	161742
898	7015
51686	51702
79036	80230
8773	375260
4141	6613
22836	84456
8808	10617
1387	7750
6136	139422
4112	6733
598	80705
6327	63892
10791	92344
10291	407026
5653	91419
29777	29903
9482	79050
5577	9702
2710	5739
27037	56916
6429	57109
3885	3889
147687	150483
4615	55620
5928	9474
351	5098
10857	54919
1499	2597
1437	128209
3320	5048
9762	53339
3836	55035
6310	8861
8536	653316
10383	26277
5725	406952
56888	64806
3305	3551
2316	256691
3219	3316
55	8930
8677	56997
551	5987
55014	83481
4148	386681
8345	57710
1642	6772
64785	200232
79088	124790
7322	51366
10444	11075
10273	493856
1107	6217
128178	202299
2130	51755
5728	5936
23043	51185
11103	65095
79953	81622
3933	29978
7170	79991
6613	8243
84221	84445
1857	4152
7157	55872
3866	23126
7780	51136
1020	7157
1432	22897
1936	7297
7852	51104
23466	56103
3836	80314
4862	7915
3190	8241
2786	10672
6188	100131017
222642	285613
1088	51083
5789	338567
84851	85459
2669	283234
8517	11269
54468	55093
320	23326
1207	23136
7784	124912
623	23516
2047	346689
7170	10594
51741	80714
51148	55120
54955	55199
1051	9439
57132	129531
9681	10325
824	79038
3836	6883
5300	7428
6838	84450
801	79649
8665	27429
51142	56257
815	55266
5156	54480
23172	92714
56952	102724428
104	6138
207	3598
4086	201516
366	339302
9810	9889
478	6564
839	158067
3691	3881
9818	10286
10714	57804
216	1621
4739	23294
54925	84124
4839	29942
4287	80262
114836	643853
8225	10380
6399	126119
1452	58504
5436	23248
10969	11065
5347	84875
4790	57472
9841	115290
4763	90627
1409	1415
55049	55644
10921	55692
10728	25929
2731	7869
81544	84243
9820	10127
54462	81631
3512	51499
6158	23361
51069	129831
10048	11172
3009	8531
5616	55559
5905	8473
1337	7384
1857	57018
26013	151790
9695	125963
4139	388324
2547	6613
54458	84708
2801	3880
4684	6710
1731	30008
7379	54923
5300	440295
353144	730755
5695	10436
219	84905
55689	150160
8655	83989
1653	406935
6583	6834
11343	253827
7133	9694
7465	9043
267	1719
5696	27131
344	64840
7529	55698
7411	30833
9135	642623
8543	9025
4302	9586
3764	6582
10464	51421
11100	63948
4887	115704
88	6672
9729	11007
309	6285
11345	79648
2099	5430
