source	target
C02743	C21468
C01450	C01612
C01528	C05172
C01528	C05684
C01561	C03024
C01561	C03161
C01561	C05443
C03024	C05443
C03161	C05443
C01563	C20969
C01573	C02872
C01595	C04717
C01595	C14825
C01595	C14826
C01595	C02050
C01598	C05642
C01598	C03024
C01598	C03161
C01598	C05643
C03024	C05643
C03161	C05643
C01609	C02729
C01628	C05850
C01647	C05335
C01647	C05336
C05335	C05336
C01664	C02583
C01664	C03636
C02583	C03636
C01693	C04185
C01720	C03827
C01724	C05109
C01779	C02809
C01779	C03024
C01779	C03161
C02809	C03024
C02809	C03161
C01779	C21883
C03024	C21883
C03161	C21883
C01780	C05473
C01792	C02817
C01867	C03157
C01876	C03072
C01876	C22111
C01876	C02945
C01880	C06103
C01953	C03024
C01953	C03161
C01953	C05138
C01953	C05485
C03024	C05485
C03161	C05485
C01953	C18038
C02028	C04131
C02031	C02100
C02038	C02593
C02038	C03881
C02593	C03881
C02041	C06425
C02051	C02972
C02059	C03313
C02059	C03024
C02059	C03161
C02059	C20806
C03024	C20806
C03161	C20806
C02076	C05382
C02076	C06222
C02090	C03170
C02090	C03723
C02090	C04232
C03170	C03723
C03170	C04232
C02094	C12287
C02094	C20695
C12287	C20695
C02112	C03974
C02128	C02374
C02140	C05490
C02140	C03024
C02140	C03161
C02140	C05498
C03024	C05498
C03161	C05498
C02140	C05475
C02141	C22121
C02143	C16581
C02165	C05949
C02165	C03024
C02165	C03161
C02165	C04853
C03024	C04853
C03161	C04853
C02167	C02514
C02189	C22692
C02218	C20904
C02220	C03824
C02232	C14145
C02307	C02308
C02325	C15806
C02336	C05345
C02339	C20183
C02339	C20863
C20183	C20863
C02350	C12248
C02470	C05645
C02528	C05337
C02534	C03254
C02534	C15584
C03254	C15584
C02576	C11924
C02646	C15804
C02743	C03800
C02743	C04250
C02743	C11475
C03800	C04250
C03800	C11475
C04250	C11475
C02743	C15811
C02743	C15812
C15811	C21440
C15812	C21440
C02773	C03658
C02773	C05650
C02773	C22239
C03658	C05650
C03658	C22239
C02805	C02986
C02835	C05130
C02909	C14099
C02939	C04253
C02939	C04570
C03069	C04253
C03069	C04570
C02939	C15973
C02939	C15975
C15973	C15975
C02944	C03221
C02946	C05936
C02962	C18096
C02985	C20836
C02986	C21456
C03012	C06205
C03024	C05487
C03161	C05487
C05138	C05487
C05290	C05297
C05294	C05295
C03024	C05455
C03024	C17339
C03161	C05455
C03161	C17339
C05455	C17339
C05497	C05498
C03024	C05499
C03024	C05500
C03161	C05499
C03161	C05500
C05499	C05500
C03024	C06526
C03024	C07344
C03161	C06526
C03161	C07344
C06526	C07344
C03024	C06099
C03024	C11409
C03161	C06099
C03161	C11409
C06099	C11409
C03024	C05452
C03024	C05454
C03161	C05452
C03161	C05454
C05452	C05454
C03024	C05465
C03024	C15516
C03161	C05465
C03161	C15516
C05465	C15516
C03024	C03990
C03024	C15517
C03161	C03990
C03161	C15517
C03990	C15517
C03024	C15518
C03161	C15518
C13550	C15518
C03024	C15519
C03024	C15520
C03161	C15519
C03161	C15520
C15519	C15520
C03024	C06341
C03024	C15610
C03161	C06341
C03161	C15610
C06341	C15610
C03024	C09844
C03024	C20326
C03161	C09844
C03161	C20326
C09844	C20326
C03024	C06429
C03024	C20855
C03161	C06429
C03161	C20855
C06429	C20855
C03024	C21876
C03024	C21882
C03161	C21876
C03161	C21882
C21876	C21882
C03024	C21884
C03161	C21884
C21876	C21884
C03024	C21920
C03161	C21920
C03024	C22352
C03024	C22353
C03161	C22352
C03161	C22353
C22352	C22353
C03024	C03681
C03024	C22831
C03161	C03681
C03161	C22831
C03681	C22831
C03024	C13712
C03161	C13712
C13712	C22832
C03035	C06426
C03069	C05998
C03150	C15497
C03150	C15602
C03150	C15603
C15497	C15602
C15497	C15603
C03201	C05977
C03205	C05485
C03205	C18040
C03221	C05262
C03242	C03595
C03313	C05849
C03313	C06246
C03313	C06247
C05849	C06246
C05849	C06247
C06246	C06247
C03344	C04405
C03345	C04405
C03356	C04309
C03366	C16741
C03366	C04076
C03373	C04640
C03373	C04751
C03460	C06000
C03461	C16502
C03564	C05147
C03594	C05455
C03633	C03798
C03638	C04312
C03681	C13712
C03681	C18041
C03684	C04244
C03684	C21640
C03723	C16663
C03723	C16664
C04232	C16663
C04232	C16664
C16663	C16664
C03772	C04373
C03824	C04409
C03845	C05437
C03849	C15590
C03852	C03917
C03901	C04445
C03959	C04395
C03998	C04696
C03998	C16669
C04696	C16669
C03998	C20674
C04006	C04063
C04073	C04196
C04079	C04352
C04144	C04489
C04144	C05335
C04144	C05698
C04489	C05335
C04489	C05698
C05335	C05698
C04188	C04582
C04242	C11736
C04242	C21750
C04242	C21751
C04244	C21640
C04246	C04618
C04246	C05745
C04253	C20675
C04253	C20676
C04570	C20675
C04570	C20676
C20675	C20676
C04281	C05947
C04317	C05208
C04317	C05209
C04317	C05210
C05208	C05209
C05208	C05210
C05209	C05210
C04453	C04840
C04453	C08825
C04512	C05067
C04549	C11556
C04549	C11554
C04554	C04644
C04554	C17345
C04563	C22851
C04575	C05422
C04582	C15650
C04599	C04731
C04618	C05744
C04619	C05753
C04619	C05754
C04620	C05750
C04620	C05751
C04632	C04768
C04633	C05762
C04633	C05763
C04637	C05981
C04637	C11557
C04646	C16618
C04646	C16617
C04654	C04741
C04654	C22454
C04671	C04707
C04688	C05759
C04688	C05760
C04722	C04760
C04722	C15613
C04856	C20482
C04874	C04895
C04895	C06148
C04899	C20483
C05011	C07108
C05067	C22258
C05103	C15816
C05108	C11455
C05108	C15915
C05110	C05111
C05139	C05140
C05141	C05300
C05167	C11823
C05172	C06482
C05172	C16638
C06482	C16638
C05223	C05758
C05232	C05329
C05258	C05259
C05258	C05272
C05260	C05261
C05260	C05273
C05262	C05263
C05264	C05265
C05264	C05275
C05266	C05267
C05266	C05276
C05268	C05269
C05268	C05271
C05279	C05280
C05284	C05285
C05284	C18075
C05309	C15602
C05313	C05802
C05335	C05691
C05345	C05378
C05361	C07054
C05361	C07446
C07054	C07446
C05437	C05439
C05437	C22136
C05444	C05445
C05447	C05448
C05451	C05455
C05451	C05452
C05453	C17339
C05453	C05454
C05460	C15614
C05469	C05470
C05471	C05472
C05473	C05474
C05475	C05476
C05476	C05478
C05477	C05478
C05479	C05480
C05487	C05488
C05512	C06196
C05528	C11537
C05576	C05577
C05577	C05580
C05578	C05579
C05578	C15566
C05581	C05582
C05583	C05584
C05638	C05651
C05649	C05650
C05686	C05696
C05686	C05697
C05703	C18902
C05746	C05747
C05747	C05748
C05748	C05749
C05751	C05752
C05754	C05755
C05756	C05757
C05757	C05758
C05760	C05761
C05763	C05764
C05766	C05768
C05770	C14818
C05770	C21284
C14818	C21284
C05819	C06246
C05819	C06247
C05819	C20265
C06246	C20265
C06247	C20265
C05827	C05828
C05848	C17554
C05848	C22150
C05848	C22151
C17554	C22150
C17554	C22151
C05921	C06249
C05921	C06250
C06249	C06250
C05923	C06148
C05924	C15810
C05924	C15814
C05924	C18239
C15810	C15814
C15810	C18239
C15814	C18239
C05924	C19848
C05938	C05947
C05965	C14808
C05965	C14810
C05965	C14807
C05966	C14781
C05966	C14813
C05981	C11554
C06000	C06001
C06001	C06002
C06081	C22974
C06102	C06103
C06109	C06110
C06205	C14786
C06205	C14787
C06232	C18237
C06232	C19848
C18237	C19848
C06341	C17336
C06427	C16162
C06428	C16165
C06429	C16169
C06481	C16638
C06485	C07326
C06611	C06613
C06612	C16348
C06613	C06614
C06615	C16348
C06714	C06715
C06754	C06755
C06754	C07047
C06754	C16550
C07047	C16550
C06754	C16555
C07047	C16555
C06790	C11148
C06790	C14866
C06800	C19585
C06800	C16756
C06800	C19595
C06800	C19586
C06868	C07496
C06899	C11150
C06899	C07490
C07073	C16561
C07073	C16560
C07073	C11004
C07073	C16647
C11004	C16647
C07108	C16545
C07282	C15854
C07446	C07447
C07446	C07585
C07447	C07585
C07535	C14849
C07535	C14850
C07535	C14851
C07572	C16608
C07572	C16607
C07645	C16551
C07645	C07646
C07649	C12739
C07649	C16637
C12739	C16637
C07649	C16630
C08362	C21171
C08362	C21172
C21171	C21172
C08492	C16310
C08601	C21836
C08821	C15783
C11004	C11735
C11004	C16561
C11735	C16561
C11038	C11039
C11039	C21031
C11173	C16641
C11173	C16836
C16641	C16836
C11173	C16543
C11173	C16837
C16543	C16837
C11174	C20690
C11508	C15776
C11522	C15776
C11524	C11525
C11526	C20690
C11556	C11557
C11945	C11947
C11946	C11947
C12144	C12146
C12145	C12146
C12205	C15807
C12650	C16635
C12650	C16834
C16635	C16834
C12739	C16635
C13712	C18042
C13713	C18040
C13747	C16365
C13747	C16358
C14040	C14802
C14040	C14800
C14089	C14090
C14144	C14145
C14556	C14854
C14768	C14772
C14769	C14773
C14770	C14774
C14771	C14775
C14781	C14782
C14800	C14801
C14807	C14812
C14813	C14814
C14839	C14844
C14840	C14842
C14850	C14852
C14852	C14853
C15518	C17331
C15520	C17332
C15596	C15597
C15606	C15651
C15606	C15650
C15613	C17343
C15650	C15651
C15670	C22329
C15777	C22122
C15780	C15781
C15782	C22123
C15785	C15786
C15796	C15797
C15808	C15816
C15810	C15813
C15972	C15973
C15973	C15979
C15973	C15980
C15979	C15980
C15988	C15989
C16014	C16015
C16216	C16217
C16217	C16218
C16237	C16832
C16328	C16329
C16329	C16330
C16332	C16333
C16333	C16334
C16336	C16337
C16337	C16338
C16374	C16375
C16387	C16388
C16453	C19574
C16453	C19563
C16453	C19566
C16468	C16469
C16469	C16471
C16546	C16547
C16586	C16587
C16587	C16591
C16595	C16596
C16608	C16609
C16630	C16631
C16631	C16632
C16633	C16634
C16634	C21748
C16681	C16682
C16756	C19594
C17234	C20905
C17267	C21787
C17324	C20641
C17324	C20751
C20641	C20751
C17333	C17335
C17335	C17337
C17345	C17346
C17552	C17559
C17552	C19858
C17552	C22150
C17552	C22151
C19858	C22150
C19858	C22151
C17561	C17562
C18026	C20238
C18041	C18042
C18239	C21310
C19080	C19085
C19488	C19489
C19488	C19604
C19489	C19490
C19490	C19559
C19574	C19577
C19574	C19580
C19586	C19588
C19604	C19607
C19803	C22693
C19967	C19968
C19968	C20176
C19969	C19970
C20458	C20459
C20734	C21366
C20832	C20833
C20832	C20837
C20835	C20836
C20840	C23011
C20876	C20879
C20877	C20878
C20878	C20879
C21028	C21029
C21072	C21171
C21072	C21172
C21377	C21378
C21458	C21465
C21748	C21749
C21750	C21751
C21762	C21777
C21775	C21776
C21925	C21926
C22112	C22136
C22235	C22274
C22441	C22442
C22442	C22443
C22573	C22574
C22831	C22832
C22851	C22852
C22852	C22853
C22853	C22854
C22974	C22975
C23161	C23162
